,year,month,institution_name,population_felons,civil_addict,total_population,designed_capacity,percent_occupied,staffed_capacity,source_pdf_name
2404,2001,10,SCC (SIERRA CONSERVATION CENTER),6017,0,6017,3606,166.9,5869,TPOP1Ad0110.pdf
2405,2001,10,SVSP (SALINAS VALLEY SP),4247,0,4247,2224,191.0,4156,TPOP1Ad0110.pdf
2406,2001,10,RJD (RJ DONOVAN CORRECTIONAL FAC),4561,0,4561,2200,207.3,4583,TPOP1Ad0110.pdf
2407,2001,10,PVSP (PLEASANT VALLEY SP),4674,0,4674,2208,211.7,4573,TPOP1Ad0110.pdf
2408,2001,10,PBSP (PELICAN BAY SP),3387,0,3387,2280,148.6,3494,TPOP1Ad0110.pdf
2409,2001,10,NKSP (NORTH KERN SP),5037,22,5059,2692,187.9,4857,TPOP1Ad0110.pdf
2410,2001,10,MCSP (MULE CREEK SP),3559,0,3559,1700,209.4,3697,TPOP1Ad0110.pdf
2411,2001,10,ISP (IRONWOOD SP),4598,0,4598,2200,209.0,4445,TPOP1Ad0110.pdf
2412,2001,10,HDSP (HIGH DESERT SP),4259,6,4265,2224,191.8,4190,TPOP1Ad0110.pdf
2413,2001,10,FOL (FOLSOM SP) (MALE),3854,0,3854,2072,186.0,3725,TPOP1Ad0110.pdf
2414,2001,10,DVI (DEUEL VOCATIONAL INSTITUTION),3900,8,3908,1787,218.7,3941,TPOP1Ad0110.pdf
2415,2001,10,CTF (CORRECTIONAL TRAINING FAC),6013,0,6013,3281,183.3,6141,TPOP1Ad0110.pdf
2416,2001,10,CVSP (CHUCKAWALLA VALLEY SP),3634,0,3634,1738,209.1,3664,TPOP1Ad0110.pdf
2417,2001,10,SATF (CA SUBSTANCE ABUSE TREAT FAC),6456,9,6465,3324,194.5,6450,TPOP1Ad0110.pdf
2418,2001,10,"SOL (CA SP, SOLANO)",5810,1,5811,2610,222.6,5852,TPOP1Ad0110.pdf
2419,2001,10,SQ (SAN QUENTIN SP),5550,11,5561,3273,169.9,5180,TPOP1Ad0110.pdf
2420,2001,10,"SAC (CA SP, SACRAMENTO)",2988,0,2988,1728,172.9,3042,TPOP1Ad0110.pdf
2421,2001,10,"LAC (CA SP, LOS ANGELES COUNTY)",4082,0,4082,2200,185.5,4020,TPOP1Ad0110.pdf
2422,2001,10,"COR (CA SP, CORCORAN)",4964,0,4964,3016,164.6,5140,TPOP1Ad0110.pdf
2423,2001,10,CEN (CENTINELA SP),4299,0,4299,2208,194.7,4453,TPOP1Ad0110.pdf
2424,2001,10,CAL (CALIPATRIA SP),4078,0,4078,2208,184.7,4068,TPOP1Ad0110.pdf
2425,2001,10,"CRC (CAL REHAB CTR, MEN)",2818,1164,3982,1814,219.5,3952,TPOP1Ad0110.pdf
2426,2001,10,CMC (CA MEN'S COLONY),6562,0,6562,3884,168.9,6604,TPOP1Ad0110.pdf
2427,2001,10,CMF (CA MEDICAL FAC),3250,0,3250,2315,140.4,3401,TPOP1Ad0110.pdf
2428,2001,10,CIM (CA INSTITUTION FOR MEN),6236,22,6258,3078,203.3,6027,TPOP1Ad0110.pdf
2429,2001,10,CCI (CA CORRECTIONAL INSTITUTION),5035,0,5035,2781,181.0,5475,TPOP1Ad0110.pdf
2430,2001,10,CCC (CA CORRECTIONAL CENTER),5955,0,5955,3682,161.7,5642,TPOP1Ad0110.pdf
2431,2001,10,ASP (AVENAL SP),6858,0,6858,2920,234.9,6878,TPOP1Ad0110.pdf
2432,2001,11,VSP (VALLEY SP),3005,15,3020,1980,152.5,3247,TPOP1Ad0111.pdf
2433,2001,11,SCC (SIERRA CONSERVATION CENTER),334,0,334,320,104.4,320,TPOP1Ad0111.pdf
2434,2001,11,NCWF (NO CAL WOMEN'S FACIL),638,1,639,400,159.8,630,TPOP1Ad0111.pdf
2435,2001,11,CCWF (CENTRAL CA WOMEN'S FAC),3107,1,3108,2004,155.1,3028,TPOP1Ad0111.pdf
2436,2001,11,"CRC (CAL REHAB CTR, WOMEN)",339,320,659,500,131.8,751,TPOP1Ad0111.pdf
2437,2001,11,CIW (CA INSTITUTION FOR WOMEN),1837,7,1844,1026,179.7,1564,TPOP1Ad0111.pdf
2438,2001,11,WSP (WASCO SP),5588,10,5598,2984,187.6,5445,TPOP1Ad0111.pdf
2439,2001,11,SCC (SIERRA CONSERVATION CENTER),6031,0,6031,3606,167.2,5869,TPOP1Ad0111.pdf
2440,2001,11,SVSP (SALINAS VALLEY SP),4236,0,4236,2224,190.5,4156,TPOP1Ad0111.pdf
2441,2001,11,RJD (RJ DONOVAN CORRECTIONAL FAC),4554,0,4554,2200,207.0,4673,TPOP1Ad0111.pdf
2442,2001,11,PVSP (PLEASANT VALLEY SP),4670,0,4670,2208,211.5,4573,TPOP1Ad0111.pdf
2443,2001,11,PBSP (PELICAN BAY SP),3336,0,3336,2280,146.3,3494,TPOP1Ad0111.pdf
2444,2001,11,NKSP (NORTH KERN SP),4978,3,4981,2692,185.0,4857,TPOP1Ad0111.pdf
2445,2001,11,MCSP (MULE CREEK SP),3632,0,3632,1700,213.6,3697,TPOP1Ad0111.pdf
2446,2001,11,ISP (IRONWOOD SP),4650,0,4650,2200,211.4,4565,TPOP1Ad0111.pdf
2447,2001,11,HDSP (HIGH DESERT SP),4178,6,4184,2224,188.1,4190,TPOP1Ad0111.pdf
2448,2001,11,FOL (FOLSOM SP) (MALE),3750,0,3750,2072,181.0,3725,TPOP1Ad0111.pdf
2449,2001,11,DVI (DEUEL VOCATIONAL INSTITUTION),3888,13,3901,1787,218.3,3941,TPOP1Ad0111.pdf
2450,2001,11,CTF (CORRECTIONAL TRAINING FAC),5619,0,5619,2771,202.8,5631,TPOP1Ad0111.pdf
2451,2001,11,CVSP (CHUCKAWALLA VALLEY SP),3641,0,3641,1738,209.5,3664,TPOP1Ad0111.pdf
2452,2001,11,SATF (CA SUBSTANCE ABUSE TREAT FAC),6474,7,6481,3324,195.0,6450,TPOP1Ad0111.pdf
2453,2001,11,"SOL (CA SP, SOLANO)",5833,0,5833,2610,223.5,5852,TPOP1Ad0111.pdf
2454,2001,11,SQ (SAN QUENTIN SP),5594,19,5613,3273,171.5,5533,TPOP1Ad0111.pdf
2455,2001,11,"SAC (CA SP, SACRAMENTO)",3000,0,3000,1728,173.6,3042,TPOP1Ad0111.pdf
2456,2001,11,"LAC (CA SP, LOS ANGELES COUNTY)",4130,0,4130,2200,187.7,4020,TPOP1Ad0111.pdf
2457,2001,11,"COR (CA SP, CORCORAN)",5090,0,5090,3016,168.8,5140,TPOP1Ad0111.pdf
2458,2001,11,CEN (CENTINELA SP),4257,0,4257,2208,192.8,4453,TPOP1Ad0111.pdf
2459,2001,11,CAL (CALIPATRIA SP),4053,0,4053,2208,183.6,4068,TPOP1Ad0111.pdf
2460,2001,11,"CRC (CAL REHAB CTR, MEN)",2877,1106,3983,1814,219.6,3952,TPOP1Ad0111.pdf
2461,2001,11,CMC (CA MEN'S COLONY),6592,0,6592,3884,169.7,6604,TPOP1Ad0111.pdf
2462,2001,11,CMF (CA MEDICAL FAC),3246,0,3246,2315,140.2,3401,TPOP1Ad0111.pdf
2463,2001,11,CIM (CA INSTITUTION FOR MEN),6205,29,6234,3078,202.5,6027,TPOP1Ad0111.pdf
2464,2001,11,CCI (CA CORRECTIONAL INSTITUTION),4895,0,4895,2781,176.0,5475,TPOP1Ad0111.pdf
2465,2001,11,CCC (CA CORRECTIONAL CENTER),5846,0,5846,3682,158.8,5642,TPOP1Ad0111.pdf
2466,2001,11,ASP (AVENAL SP),6918,0,6918,2920,236.9,6978,TPOP1Ad0111.pdf
2467,2001,12,VSP (VALLEY SP),2920,5,2925,1980,147.7,3247,TPOP1Ad0112.pdf
2468,2001,12,SCC (SIERRA CONSERVATION CENTER),318,0,318,320,99.4,320,TPOP1Ad0112.pdf
2469,2001,12,NCWF (NO CAL WOMEN'S FACIL),620,2,622,400,155.5,630,TPOP1Ad0112.pdf
2470,2001,12,CCWF (CENTRAL CA WOMEN'S FAC),3052,3,3055,2004,152.4,2925,TPOP1Ad0112.pdf
2471,2001,12,"CRC (CAL REHAB CTR, WOMEN)",361,311,672,500,134.4,751,TPOP1Ad0112.pdf
2472,2001,12,CIW (CA INSTITUTION FOR WOMEN),1720,7,1727,1026,168.3,1564,TPOP1Ad0112.pdf
2473,2001,12,WSP (WASCO SP),5635,11,5646,2984,189.2,5445,TPOP1Ad0112.pdf
2474,2001,12,SCC (SIERRA CONSERVATION CENTER),6023,0,6023,3606,167.0,5869,TPOP1Ad0112.pdf
2475,2001,12,SVSP (SALINAS VALLEY SP),4159,0,4159,2224,187.0,4156,TPOP1Ad0112.pdf
2476,2001,12,RJD (RJ DONOVAN CORRECTIONAL FAC),4600,0,4600,2200,209.1,4673,TPOP1Ad0112.pdf
2477,2001,12,PVSP (PLEASANT VALLEY SP),4601,0,4601,2208,208.4,4573,TPOP1Ad0112.pdf
2478,2001,12,PBSP (PELICAN BAY SP),3260,0,3260,2280,143.0,3384,TPOP1Ad0112.pdf
2479,2001,12,NKSP (NORTH KERN SP),4910,3,4913,2692,182.5,4857,TPOP1Ad0112.pdf
2480,2001,12,MCSP (MULE CREEK SP),3604,0,3604,1700,212.0,3697,TPOP1Ad0112.pdf
2481,2001,12,ISP (IRONWOOD SP),4623,0,4623,2200,210.1,4565,TPOP1Ad0112.pdf
2482,2001,12,HDSP (HIGH DESERT SP),4158,6,4164,2224,187.2,4190,TPOP1Ad0112.pdf
2483,2001,12,FOL (FOLSOM SP) (MALE),3743,0,3743,2072,180.6,3725,TPOP1Ad0112.pdf
2484,2001,12,DVI (DEUEL VOCATIONAL INSTITUTION),4003,11,4014,1787,224.6,3941,TPOP1Ad0112.pdf
2485,2001,12,CTF (CORRECTIONAL TRAINING FAC),5572,0,5572,2771,201.1,5631,TPOP1Ad0112.pdf
2486,2001,12,CVSP (CHUCKAWALLA VALLEY SP),3600,0,3600,1738,207.1,3664,TPOP1Ad0112.pdf
2487,2001,12,SATF (CA SUBSTANCE ABUSE TREAT FAC),6387,7,6394,3324,192.4,6450,TPOP1Ad0112.pdf
2488,2001,12,"SOL (CA SP, SOLANO)",5811,0,5811,2610,222.6,5852,TPOP1Ad0112.pdf
2489,2001,12,SQ (SAN QUENTIN SP),5580,8,5588,3273,170.7,5533,TPOP1Ad0112.pdf
2490,2001,12,"SAC (CA SP, SACRAMENTO)",2909,0,2909,1728,168.3,3042,TPOP1Ad0112.pdf
2491,2001,12,"LAC (CA SP, LOS ANGELES COUNTY)",4087,0,4087,2200,185.8,4020,TPOP1Ad0112.pdf
2492,2001,12,"COR (CA SP, CORCORAN)",4978,0,4978,3016,165.1,5140,TPOP1Ad0112.pdf
2493,2001,12,CEN (CENTINELA SP),4183,0,4183,2208,189.4,4453,TPOP1Ad0112.pdf
2494,2001,12,CAL (CALIPATRIA SP),4119,0,4119,2208,186.5,4068,TPOP1Ad0112.pdf
2495,2001,12,"CRC (CAL REHAB CTR, MEN)",2857,1084,3941,1814,217.3,3952,TPOP1Ad0112.pdf
2496,2001,12,CMC (CA MEN'S COLONY),6592,0,6592,3884,169.7,6604,TPOP1Ad0112.pdf
2497,2001,12,CMF (CA MEDICAL FAC),3219,0,3219,2315,139.0,3401,TPOP1Ad0112.pdf
2498,2001,12,CIM (CA INSTITUTION FOR MEN),6242,32,6274,3078,203.8,6027,TPOP1Ad0112.pdf
2499,2001,12,CCI (CA CORRECTIONAL INSTITUTION),5079,0,5079,2781,182.6,5475,TPOP1Ad0112.pdf
2500,2001,12,CCC (CA CORRECTIONAL CENTER),5765,0,5765,3682,156.6,5642,TPOP1Ad0112.pdf
2501,2001,12,ASP (AVENAL SP),6478,0,6478,2920,221.8,6778,TPOP1Ad0112.pdf
2502,2002,1,VSP (VALLEY SP),3037,3,3040,1980,153.5,3247,TPOP1Ad0201.pdf
2503,2002,1,SCC (SIERRA CONSERVATION CENTER),295,0,295,320,92.2,320,TPOP1Ad0201.pdf
2504,2002,1,NCWF (NO CAL WOMEN'S FACIL),628,0,628,400,157.0,630,TPOP1Ad0201.pdf
2505,2002,1,CCWF (CENTRAL CA WOMEN'S FAC),3009,2,3011,2004,150.2,2925,TPOP1Ad0201.pdf
2506,2002,1,"CRC (CAL REHAB CTR, WOMEN)",345,314,659,500,131.8,680,TPOP1Ad0201.pdf
2507,2002,1,CIW (CA INSTITUTION FOR WOMEN),1652,8,1660,1026,161.8,1564,TPOP1Ad0201.pdf
2508,2002,1,WSP (WASCO SP),5941,27,5968,2984,200.0,5677,TPOP1Ad0201.pdf
2509,2002,1,SCC (SIERRA CONSERVATION CENTER),6068,0,6068,3606,168.3,5869,TPOP1Ad0201.pdf
2510,2002,1,SVSP (SALINAS VALLEY SP),4230,0,4230,2224,190.2,4156,TPOP1Ad0201.pdf
2511,2002,1,RJD (RJ DONOVAN CORRECTIONAL FAC),4599,0,4599,2200,209.0,4673,TPOP1Ad0201.pdf
2512,2002,1,PVSP (PLEASANT VALLEY SP),4633,0,4633,2208,209.8,4573,TPOP1Ad0201.pdf
2513,2002,1,PBSP (PELICAN BAY SP),3205,0,3205,2280,140.6,3384,TPOP1Ad0201.pdf
2514,2002,1,NKSP (NORTH KERN SP),5044,2,5046,2692,187.4,4857,TPOP1Ad0201.pdf
2515,2002,1,MCSP (MULE CREEK SP),3589,0,3589,1700,211.1,3697,TPOP1Ad0201.pdf
2516,2002,1,ISP (IRONWOOD SP),4544,0,4544,2200,206.5,4565,TPOP1Ad0201.pdf
2517,2002,1,HDSP (HIGH DESERT SP),4167,6,4173,2224,187.6,4140,TPOP1Ad0201.pdf
2518,2002,1,FOL (FOLSOM SP) (MALE),3704,0,3704,2072,178.8,3725,TPOP1Ad0201.pdf
2519,2002,1,DVI (DEUEL VOCATIONAL INSTITUTION),4006,13,4019,1787,224.9,3941,TPOP1Ad0201.pdf
2520,2002,1,CTF (CORRECTIONAL TRAINING FAC),5534,0,5534,2771,199.7,5631,TPOP1Ad0201.pdf
2521,2002,1,CVSP (CHUCKAWALLA VALLEY SP),3547,0,3547,1738,204.1,3664,TPOP1Ad0201.pdf
2522,2002,1,SATF (CA SUBSTANCE ABUSE TREAT FAC),6346,6,6352,3324,191.1,6330,TPOP1Ad0201.pdf
2523,2002,1,"SOL (CA SP, SOLANO)",5876,0,5876,2610,225.1,5852,TPOP1Ad0201.pdf
2524,2002,1,SQ (SAN QUENTIN SP),5585,8,5593,3273,170.9,5533,TPOP1Ad0201.pdf
2525,2002,1,"SAC (CA SP, SACRAMENTO)",2895,0,2895,1728,167.5,3042,TPOP1Ad0201.pdf
2526,2002,1,"LAC (CA SP, LOS ANGELES COUNTY)",4048,0,4048,2200,184.0,4020,TPOP1Ad0201.pdf
2527,2002,1,"COR (CA SP, CORCORAN)",4795,0,4795,3016,159.0,4904,TPOP1Ad0201.pdf
2528,2002,1,CEN (CENTINELA SP),4218,0,4218,2208,191.0,4453,TPOP1Ad0201.pdf
2529,2002,1,CAL (CALIPATRIA SP),3959,0,3959,2208,179.3,4068,TPOP1Ad0201.pdf
2530,2002,1,"CRC (CAL REHAB CTR, MEN)",2787,1068,3855,1814,212.5,3756,TPOP1Ad0201.pdf
2531,2002,1,CMC (CA MEN'S COLONY),6504,0,6504,3884,167.5,6604,TPOP1Ad0201.pdf
2532,2002,1,CMF (CA MEDICAL FAC),3235,0,3235,2315,139.7,3401,TPOP1Ad0201.pdf
2533,2002,1,CIM (CA INSTITUTION FOR MEN),6463,30,6493,3078,210.9,6128,TPOP1Ad0201.pdf
2534,2002,1,CCI (CA CORRECTIONAL INSTITUTION),5293,0,5293,2781,190.3,5450,TPOP1Ad0201.pdf
2535,2002,1,CCC (CA CORRECTIONAL CENTER),5687,0,5687,3682,154.5,5642,TPOP1Ad0201.pdf
2536,2002,1,ASP (AVENAL SP),6257,0,6257,2920,214.3,6378,TPOP1Ad0201.pdf
2537,2002,2,VSP (VALLEY SP),2983,9,2992,1980,151.1,3247,TPOP1Ad0202.pdf
2538,2002,2,SCC (SIERRA CONSERVATION CENTER),293,0,293,320,91.6,320,TPOP1Ad0202.pdf
2539,2002,2,NCWF (NO CAL WOMEN'S FACIL),626,1,627,400,156.8,630,TPOP1Ad0202.pdf
2540,2002,2,CCWF (CENTRAL CA WOMEN'S FAC),2996,1,2997,2004,149.6,2925,TPOP1Ad0202.pdf
2541,2002,2,"CRC (CAL REHAB CTR, WOMEN)",306,314,620,500,124.0,680,TPOP1Ad0202.pdf
2542,2002,2,CIW (CA INSTITUTION FOR WOMEN),1616,8,1624,1026,158.3,1564,TPOP1Ad0202.pdf
2543,2002,2,WSP (WASCO SP),5990,33,6023,2984,201.8,5677,TPOP1Ad0202.pdf
2544,2002,2,SCC (SIERRA CONSERVATION CENTER),6020,0,6020,3606,166.9,5869,TPOP1Ad0202.pdf
2545,2002,2,SVSP (SALINAS VALLEY SP),4213,0,4213,2224,189.4,4156,TPOP1Ad0202.pdf
2546,2002,2,RJD (RJ DONOVAN CORRECTIONAL FAC),4606,0,4606,2200,209.4,4673,TPOP1Ad0202.pdf
2547,2002,2,PVSP (PLEASANT VALLEY SP),4622,0,4622,2208,209.3,4573,TPOP1Ad0202.pdf
2548,2002,2,PBSP (PELICAN BAY SP),3180,0,3180,2280,139.5,3384,TPOP1Ad0202.pdf
2549,2002,2,NKSP (NORTH KERN SP),5035,1,5036,2692,187.1,4857,TPOP1Ad0202.pdf
2550,2002,2,MCSP (MULE CREEK SP),3630,0,3630,1700,213.5,3671,TPOP1Ad0202.pdf
2551,2002,2,ISP (IRONWOOD SP),4633,0,4633,2200,210.6,4445,TPOP1Ad0202.pdf
2552,2002,2,HDSP (HIGH DESERT SP),4136,6,4142,2224,186.2,4140,TPOP1Ad0202.pdf
2553,2002,2,FOL (FOLSOM SP) (MALE),3692,0,3692,2072,178.2,3725,TPOP1Ad0202.pdf
2554,2002,2,DVI (DEUEL VOCATIONAL INSTITUTION),4062,5,4067,1787,227.6,3941,TPOP1Ad0202.pdf
2555,2002,2,CTF (CORRECTIONAL TRAINING FAC),5284,0,5284,2771,190.7,5631,TPOP1Ad0202.pdf
2556,2002,2,CVSP (CHUCKAWALLA VALLEY SP),3578,0,3578,1738,205.9,3664,TPOP1Ad0202.pdf
2557,2002,2,SATF (CA SUBSTANCE ABUSE TREAT FAC),6317,7,6324,3324,190.3,6505,TPOP1Ad0202.pdf
2558,2002,2,"SOL (CA SP, SOLANO)",5840,0,5840,2610,223.8,5852,TPOP1Ad0202.pdf
2559,2002,2,SQ (SAN QUENTIN SP),5732,13,5745,3273,175.5,5533,TPOP1Ad0202.pdf
2560,2002,2,"SAC (CA SP, SACRAMENTO)",2881,0,2881,1728,166.7,2992,TPOP1Ad0202.pdf
2561,2002,2,"LAC (CA SP, LOS ANGELES COUNTY)",3992,0,3992,2200,181.5,3980,TPOP1Ad0202.pdf
2562,2002,2,"COR (CA SP, CORCORAN)",4705,0,4705,3016,156.0,4904,TPOP1Ad0202.pdf
2563,2002,2,CEN (CENTINELA SP),4117,0,4117,2208,186.5,4308,TPOP1Ad0202.pdf
2564,2002,2,CAL (CALIPATRIA SP),4029,0,4029,2208,182.5,4068,TPOP1Ad0202.pdf
2565,2002,2,"CRC (CAL REHAB CTR, MEN)",2629,1062,3691,1814,203.5,3756,TPOP1Ad0202.pdf
2566,2002,2,CMC (CA MEN'S COLONY),6578,0,6578,3884,169.4,6604,TPOP1Ad0202.pdf
2567,2002,2,CMF (CA MEDICAL FAC),3246,0,3246,2315,140.2,3401,TPOP1Ad0202.pdf
2568,2002,2,CIM (CA INSTITUTION FOR MEN),6445,32,6477,3078,210.4,6128,TPOP1Ad0202.pdf
2569,2002,2,CCI (CA CORRECTIONAL INSTITUTION),5296,0,5296,2781,190.4,5450,TPOP1Ad0202.pdf
2570,2002,2,CCC (CA CORRECTIONAL CENTER),5706,0,5706,3682,155.0,5642,TPOP1Ad0202.pdf
2571,2002,2,ASP (AVENAL SP),6285,0,6285,2920,215.2,6378,TPOP1Ad0202.pdf
2572,2002,3,VSP (VALLEY SP),2983,3,2986,1980,150.8,3247,TPOP1Ad0203.pdf
2573,2002,3,SCC (SIERRA CONSERVATION CENTER),326,0,326,320,101.9,320,TPOP1Ad0203.pdf
2574,2002,3,NCWF (NO CAL WOMEN'S FACIL),593,0,593,400,148.3,630,TPOP1Ad0203.pdf
2575,2002,3,CCWF (CENTRAL CA WOMEN'S FAC),3052,1,3053,2004,152.3,2925,TPOP1Ad0203.pdf
2576,2002,3,"CRC (CAL REHAB CTR, WOMEN)",292,314,606,500,121.2,680,TPOP1Ad0203.pdf
2577,2002,3,CIW (CA INSTITUTION FOR WOMEN),1654,16,1670,1026,162.8,1564,TPOP1Ad0203.pdf
2578,2002,3,WSP (WASCO SP),5992,24,6016,2984,201.6,5797,TPOP1Ad0203.pdf
2579,2002,3,SCC (SIERRA CONSERVATION CENTER),6017,0,6017,3606,166.9,5869,TPOP1Ad0203.pdf
2580,2002,3,SVSP (SALINAS VALLEY SP),4198,0,4198,2224,188.8,4156,TPOP1Ad0203.pdf
2581,2002,3,RJD (RJ DONOVAN CORRECTIONAL FAC),4576,0,4576,2200,208.0,4673,TPOP1Ad0203.pdf
2582,2002,3,PVSP (PLEASANT VALLEY SP),4671,0,4671,2208,211.5,4573,TPOP1Ad0203.pdf
2583,2002,3,PBSP (PELICAN BAY SP),3212,0,3212,2280,140.9,3384,TPOP1Ad0203.pdf
2584,2002,3,NKSP (NORTH KERN SP),4988,6,4994,2692,185.5,5089,TPOP1Ad0203.pdf
2585,2002,3,MCSP (MULE CREEK SP),3617,0,3617,1700,212.8,3671,TPOP1Ad0203.pdf
2586,2002,3,ISP (IRONWOOD SP),4572,0,4572,2200,207.8,4325,TPOP1Ad0203.pdf
2587,2002,3,HDSP (HIGH DESERT SP),4163,9,4172,2224,187.6,4140,TPOP1Ad0203.pdf
2588,2002,3,FOL (FOLSOM SP) (MALE),3608,0,3608,2072,174.1,3725,TPOP1Ad0203.pdf
2589,2002,3,DVI (DEUEL VOCATIONAL INSTITUTION),3855,10,3865,1787,216.3,3941,TPOP1Ad0203.pdf
2590,2002,3,CTF (CORRECTIONAL TRAINING FAC),5383,0,5383,2771,194.3,5631,TPOP1Ad0203.pdf
2591,2002,3,CVSP (CHUCKAWALLA VALLEY SP),3614,0,3614,1738,207.9,3664,TPOP1Ad0203.pdf
2592,2002,3,SATF (CA SUBSTANCE ABUSE TREAT FAC),6138,7,6145,3324,184.9,6505,TPOP1Ad0203.pdf
2593,2002,3,"SOL (CA SP, SOLANO)",5731,0,5731,2610,219.6,5852,TPOP1Ad0203.pdf
2594,2002,3,SQ (SAN QUENTIN SP),5756,12,5768,3273,176.2,5533,TPOP1Ad0203.pdf
2595,2002,3,"SAC (CA SP, SACRAMENTO)",2915,0,2915,1728,168.7,2992,TPOP1Ad0203.pdf
2596,2002,3,"LAC (CA SP, LOS ANGELES COUNTY)",3940,0,3940,2200,179.1,3980,TPOP1Ad0203.pdf
2597,2002,3,"COR (CA SP, CORCORAN)",4678,0,4678,3016,155.1,4904,TPOP1Ad0203.pdf
2598,2002,3,CEN (CENTINELA SP),4275,0,4275,2208,193.6,4308,TPOP1Ad0203.pdf
2599,2002,3,CAL (CALIPATRIA SP),4049,0,4049,2208,183.4,4068,TPOP1Ad0203.pdf
2600,2002,3,"CRC (CAL REHAB CTR, MEN)",2736,1083,3819,1814,210.5,3756,TPOP1Ad0203.pdf
2601,2002,3,CMC (CA MEN'S COLONY),6549,0,6549,3884,168.6,6604,TPOP1Ad0203.pdf
2602,2002,3,CMF (CA MEDICAL FAC),3219,0,3219,2315,139.0,3401,TPOP1Ad0203.pdf
2603,2002,3,CIM (CA INSTITUTION FOR MEN),6376,38,6414,3078,208.4,6128,TPOP1Ad0203.pdf
2604,2002,3,CCI (CA CORRECTIONAL INSTITUTION),5232,0,5232,2781,188.1,5450,TPOP1Ad0203.pdf
2605,2002,3,CCC (CA CORRECTIONAL CENTER),5826,0,5826,3682,158.2,5642,TPOP1Ad0203.pdf
2606,2002,3,ASP (AVENAL SP),6651,0,6651,2920,227.8,6378,TPOP1Ad0203.pdf
2607,2002,4,VSP (VALLEY SP),2919,12,2931,1980,148.0,3067,TPOP1Ad0204.pdf
2608,2002,4,SCC (SIERRA CONSERVATION CENTER),291,0,291,320,90.9,320,TPOP1Ad0204.pdf
2609,2002,4,NCWF (NO CAL WOMEN'S FACIL),632,2,634,400,158.5,630,TPOP1Ad0204.pdf
2610,2002,4,CCWF (CENTRAL CA WOMEN'S FAC),2999,2,3001,2004,149.8,2853,TPOP1Ad0204.pdf
2611,2002,4,"CRC (CAL REHAB CTR, WOMEN)",321,308,629,500,125.8,680,TPOP1Ad0204.pdf
2612,2002,4,CIW (CA INSTITUTION FOR WOMEN),1762,19,1781,1026,173.6,1564,TPOP1Ad0204.pdf
2613,2002,4,WSP (WASCO SP),5971,22,5993,2984,200.8,5797,TPOP1Ad0204.pdf
2614,2002,4,SCC (SIERRA CONSERVATION CENTER),5923,0,5923,3606,164.3,5869,TPOP1Ad0204.pdf
2615,2002,4,SVSP (SALINAS VALLEY SP),4238,0,4238,2224,190.6,4156,TPOP1Ad0204.pdf
2616,2002,4,RJD (RJ DONOVAN CORRECTIONAL FAC),4611,0,4611,2200,209.6,4673,TPOP1Ad0204.pdf
2617,2002,4,PVSP (PLEASANT VALLEY SP),4613,0,4613,2208,208.9,4573,TPOP1Ad0204.pdf
2618,2002,4,PBSP (PELICAN BAY SP),3238,1,3239,2280,142.1,3384,TPOP1Ad0204.pdf
2619,2002,4,NKSP (NORTH KERN SP),5111,3,5114,2692,190.0,5089,TPOP1Ad0204.pdf
2620,2002,4,MCSP (MULE CREEK SP),3602,0,3602,1700,211.9,3671,TPOP1Ad0204.pdf
2621,2002,4,ISP (IRONWOOD SP),4423,0,4423,2200,201.0,4445,TPOP1Ad0204.pdf
2622,2002,4,HDSP (HIGH DESERT SP),4122,7,4129,2224,185.7,4140,TPOP1Ad0204.pdf
2623,2002,4,FOL (FOLSOM SP) (MALE),3641,0,3641,2072,175.7,3725,TPOP1Ad0204.pdf
2624,2002,4,DVI (DEUEL VOCATIONAL INSTITUTION),3870,7,3877,1787,217.0,3941,TPOP1Ad0204.pdf
2625,2002,4,CTF (CORRECTIONAL TRAINING FAC),5518,0,5518,2771,199.1,5631,TPOP1Ad0204.pdf
2626,2002,4,CVSP (CHUCKAWALLA VALLEY SP),3560,0,3560,1738,204.8,3664,TPOP1Ad0204.pdf
2627,2002,4,SATF (CA SUBSTANCE ABUSE TREAT FAC),6333,7,6340,3324,190.7,6625,TPOP1Ad0204.pdf
2628,2002,4,"SOL (CA SP, SOLANO)",5757,0,5757,2610,220.6,5852,TPOP1Ad0204.pdf
2629,2002,4,SQ (SAN QUENTIN SP),5723,16,5739,3273,175.3,5533,TPOP1Ad0204.pdf
2630,2002,4,"SAC (CA SP, SACRAMENTO)",2959,0,2959,1728,171.2,2992,TPOP1Ad0204.pdf
2631,2002,4,"LAC (CA SP, LOS ANGELES COUNTY)",3873,0,3873,2200,176.0,3980,TPOP1Ad0204.pdf
2632,2002,4,"COR (CA SP, CORCORAN)",4731,0,4731,3016,156.9,4904,TPOP1Ad0204.pdf
2633,2002,4,CEN (CENTINELA SP),4291,0,4291,2208,194.3,4428,TPOP1Ad0204.pdf
2634,2002,4,CAL (CALIPATRIA SP),3997,0,3997,2208,181.0,4068,TPOP1Ad0204.pdf
2635,2002,4,"CRC (CAL REHAB CTR, MEN)",2947,1060,4007,1814,220.9,3952,TPOP1Ad0204.pdf
2636,2002,4,CMC (CA MEN'S COLONY),6560,0,6560,3884,168.9,6604,TPOP1Ad0204.pdf
